58,58,4.0,2000-03-17 00:00:00
58,410,4.0,2000-03-17 00:00:00
58,597,3.0,2000-03-17 00:00:00
58,2687,4.0,2000-03-17 00:00:00
58,2690,4.0,2000-03-17 00:00:00
58,2712,5.0,2000-03-17 00:00:00
58,2721,4.0,2000-03-17 00:00:00
58,2725,4.0,2000-03-17 00:00:00
65,506,5.0,2000-03-01 00:00:00
65,518,4.0,2000-03-01 00:00:00
65,613,4.0,2000-03-01 00:00:00
65,1042,3.0,2000-03-01 00:00:00
65,1198,4.0,2000-03-06 00:00:00
65,1289,5.0,2000-03-01 00:00:00
65,1350,4.0,2000-03-06 00:00:00
65,1674,4.0,2000-03-07 00:00:00
65,2116,3.0,2000-03-06 00:00:00
65,2424,3.0,2000-03-01 00:00:00
65,3036,4.0,2000-03-06 00:00:00
65,3048,4.0,2000-03-01 00:00:00
65,3087,5.0,2000-03-06 00:00:00
65,3358,4.0,2000-03-01 00:00:00
65,3421,4.0,2000-03-06 00:00:00
65,3462,4.0,2000-03-15 00:00:00
65,3470,5.0,2000-03-15 00:00:00
65,3472,1.0,2000-03-15 00:00:00
65,3473,5.0,2000-03-15 00:00:00
65,3489,3.0,2000-03-20 00:00:00
65,3526,4.0,2000-03-27 00:00:00
210,541,5.0,2000-03-17 00:00:00
210,2316,3.0,2000-03-17 00:00:00
210,3324,3.0,2000-03-17 00:00:00
210,3354,1.0,2000-03-17 00:00:00
210,3421,4.0,2000-03-17 00:00:00
210,3478,4.0,2000-03-17 00:00:00
289,111,5.0,2000-03-08 00:00:00
289,750,5.0,2000-03-08 00:00:00
289,924,4.0,2000-03-08 00:00:00
289,1084,4.0,2000-03-08 00:00:00
289,1208,3.0,2000-03-08 00:00:00
289,1219,5.0,2000-03-08 00:00:00
289,1263,5.0,2000-03-08 00:00:00
289,1267,4.0,2000-03-08 00:00:00
289,1278,5.0,2000-03-08 00:00:00
289,1387,3.0,2000-03-08 00:00:00
289,1952,4.0,2000-03-08 00:00:00
289,1955,3.0,2000-03-08 00:00:00
289,1964,3.0,2000-03-08 00:00:00
289,1997,5.0,2000-03-08 00:00:00
289,2300,3.0,2000-03-08 00:00:00
289,2303,5.0,2000-03-08 00:00:00
289,2511,4.0,2000-03-08 00:00:00
289,2529,4.0,2000-03-08 00:00:00
289,2819,4.0,2000-03-08 00:00:00
289,3007,5.0,2000-03-19 00:00:00
289,3099,3.0,2000-03-08 00:00:00
289,3152,5.0,2000-03-08 00:00:00
289,3189,4.0,2000-03-08 00:00:00
289,3230,3.0,2000-03-08 00:00:00
289,3301,3.0,2000-03-06 00:00:00
289,3317,3.0,2000-03-06 00:00:00
