383,165,0.5,2007-12-24 00:00:00
383,457,4.5,2007-12-24 00:00:00
383,608,4.0,2007-12-24 00:00:00
383,4973,5.0,2007-12-24 00:00:00
383,4995,4.0,2007-12-24 00:00:00
383,5618,5.0,2007-12-24 00:00:00
383,5989,3.5,2007-12-24 00:00:00
383,6867,4.5,2007-12-25 00:00:00
383,33493,3.5,2007-12-24 00:00:00
509,1,5.0,2007-12-06 00:00:00
509,150,5.0,2007-12-06 00:00:00
509,527,5.0,2007-12-06 00:00:00
509,593,5.0,2007-12-06 00:00:00
509,1240,3.5,2007-12-06 00:00:00
509,1517,5.0,2007-12-06 00:00:00
509,1721,4.5,2007-12-06 00:00:00
509,1917,4.0,2007-12-06 00:00:00
509,1923,3.5,2007-12-06 00:00:00
509,2164,1.0,2007-12-06 00:00:00
509,2628,4.0,2007-12-06 00:00:00
509,2683,5.0,2007-12-06 00:00:00
509,2692,5.0,2007-12-06 00:00:00
509,2706,4.0,2007-12-06 00:00:00
509,2762,5.0,2007-12-06 00:00:00
509,3617,4.5,2007-12-06 00:00:00
509,3793,3.5,2007-12-06 00:00:00
509,3996,4.5,2007-12-06 00:00:00
509,4015,3.0,2007-12-06 00:00:00
509,4886,4.5,2007-12-06 00:00:00
509,5418,5.0,2007-12-06 00:00:00
509,5952,5.0,2007-12-06 00:00:00
509,5989,5.0,2007-12-06 00:00:00
509,6187,5.0,2007-12-27 00:00:00
509,6711,5.0,2007-12-06 00:00:00
509,7147,5.0,2007-12-06 00:00:00
509,7153,5.0,2007-12-06 00:00:00
509,7317,4.0,2007-12-06 00:00:00
509,8636,4.5,2007-12-06 00:00:00
509,8665,4.5,2007-12-06 00:00:00
509,8807,5.0,2007-12-06 00:00:00
509,33903,5.0,2007-12-06 00:00:00
509,44022,5.0,2007-12-03 00:00:00
509,52458,4.0,2007-12-03 00:00:00
509,52973,5.0,2007-12-06 00:00:00
509,53318,5.0,2007-12-06 00:00:00
509,54256,2.0,2007-12-27 00:00:00
509,54272,5.0,2007-12-03 00:00:00
509,54503,5.0,2007-12-27 00:00:00
543,6016,4.0,2007-12-28 00:00:00
543,8530,3.5,2007-12-28 00:00:00
543,54259,3.5,2007-12-28 00:00:00
543,54286,3.5,2007-12-28 00:00:00
636,11,3.5,2007-12-28 00:00:00
636,8340,3.5,2007-12-01 00:00:00
