124,265,3.0,2008-11-10 00:00:00
124,1680,3.5,2008-11-10 00:00:00
124,5602,3.5,2008-11-10 00:00:00
124,6218,4.5,2008-11-10 00:00:00
124,7367,2.5,2008-11-10 00:00:00
124,45720,4.0,2008-11-10 00:00:00
124,45950,4.0,2008-11-10 00:00:00
124,50601,2.0,2008-11-10 00:00:00
124,55052,3.5,2008-11-10 00:00:00
124,55820,3.0,2008-11-10 00:00:00
124,59141,4.0,2008-11-10 00:00:00
215,926,4.5,2008-11-24 00:00:00
215,1204,5.0,2008-11-24 00:00:00
215,1946,5.0,2008-11-24 00:00:00
215,1947,4.5,2008-11-24 00:00:00
215,58492,4.0,2008-11-24 00:00:00
215,60069,4.5,2008-11-24 00:00:00
215,60647,4.0,2008-11-24 00:00:00
325,7073,2.5,2008-11-10 00:00:00
354,1280,5.0,2008-11-01 00:00:00
354,27803,5.0,2008-11-01 00:00:00
354,30749,5.0,2008-11-01 00:00:00
354,48738,4.5,2008-11-01 00:00:00
469,59315,5.0,2008-11-09 00:00:00
482,6618,3.0,2008-11-28 00:00:00
482,6755,3.0,2008-11-22 00:00:00
482,33437,3.0,2008-11-28 00:00:00
482,36535,4.0,2008-11-08 00:00:00
482,45517,3.5,2008-11-22 00:00:00
482,45666,2.5,2008-11-08 00:00:00
482,53460,3.5,2008-11-20 00:00:00
482,59421,3.5,2008-11-08 00:00:00
482,59784,4.0,2008-11-19 00:00:00
482,60040,4.0,2008-11-28 00:00:00
482,60069,4.0,2008-11-08 00:00:00
482,60072,4.0,2008-11-28 00:00:00
482,61132,3.5,2008-11-19 00:00:00
482,62113,4.0,2008-11-22 00:00:00
482,62394,3.5,2008-11-22 00:00:00
482,63113,4.0,2008-11-19 00:00:00
493,2713,2.0,2008-11-18 00:00:00
493,5673,3.0,2008-11-19 00:00:00
493,7451,3.0,2008-11-13 00:00:00
493,33669,3.5,2008-11-19 00:00:00
493,34528,3.0,2008-11-16 00:00:00
493,52973,3.0,2008-11-09 00:00:00
493,54745,3.5,2008-11-14 00:00:00
493,58105,3.5,2008-11-09 00:00:00
493,58347,3.5,2008-11-23 00:00:00
493,61071,2.5,2008-11-19 00:00:00
558,34072,4.0,2008-11-03 00:00:00
558,55765,4.5,2008-11-03 00:00:00
558,56367,5.0,2008-11-03 00:00:00
558,56885,4.5,2008-11-03 00:00:00
558,58299,4.0,2008-11-03 00:00:00
558,59333,3.5,2008-11-03 00:00:00
596,26082,4.0,2008-11-12 00:00:00
636,59725,2.5,2008-11-01 00:00:00
733,3147,5.0,2008-11-05 00:00:00
733,5418,4.0,2008-11-05 00:00:00
733,33158,4.5,2008-11-19 00:00:00
733,44665,3.0,2008-11-05 00:00:00
742,292,2.5,2008-11-05 00:00:00
742,1797,4.5,2008-11-07 00:00:00
742,3481,4.0,2008-11-16 00:00:00
742,3578,4.0,2008-11-23 00:00:00
742,5218,3.0,2008-11-05 00:00:00
742,6593,2.0,2008-11-05 00:00:00
742,7360,2.5,2008-11-05 00:00:00
742,8782,2.0,2008-11-23 00:00:00
742,27611,4.0,2008-11-16 00:00:00
742,27821,3.5,2008-11-05 00:00:00
742,31804,3.5,2008-11-16 00:00:00
742,34523,4.0,2008-11-16 00:00:00
742,44022,2.5,2008-11-05 00:00:00
742,46967,3.0,2008-11-23 00:00:00
742,47610,4.0,2008-11-05 00:00:00
742,48516,4.0,2008-11-16 00:00:00
742,48560,3.0,2008-11-09 00:00:00
742,52950,3.5,2008-11-16 00:00:00
742,54094,4.0,2008-11-07 00:00:00
742,58047,4.5,2008-11-23 00:00:00
798,63113,4.5,2008-11-19 00:00:00
798,63131,4.5,2008-11-19 00:00:00
820,97,4.5,2008-11-15 00:00:00
820,26662,4.0,2008-11-18 00:00:00
820,26903,3.5,2008-11-06 00:00:00
820,48385,3.5,2008-11-10 00:00:00
820,52950,3.5,2008-11-01 00:00:00
820,54075,3.0,2008-11-27 00:00:00
820,55247,3.5,2008-11-22 00:00:00
820,56174,3.0,2008-11-01 00:00:00
820,58306,4.0,2008-11-21 00:00:00
820,59387,4.0,2008-11-19 00:00:00
820,60522,0.5,2008-11-03 00:00:00
826,1128,3.5,2008-11-09 00:00:00
826,3793,4.0,2008-11-29 00:00:00
826,4541,4.0,2008-11-02 00:00:00
826,5502,3.0,2008-11-08 00:00:00
826,6243,3.0,2008-11-04 00:00:00
826,6333,4.0,2008-11-29 00:00:00
826,6539,4.0,2008-11-30 00:00:00
826,7438,4.0,2008-11-25 00:00:00
826,27831,3.5,2008-11-10 00:00:00
826,37384,5.0,2008-11-08 00:00:00
826,53996,4.0,2008-11-01 00:00:00
826,60126,4.5,2008-11-02 00:00:00
826,61132,4.0,2008-11-16 00:00:00
1122,46976,4.5,2008-11-28 00:00:00
1169,63113,3.0,2008-11-29 00:00:00
1174,1204,3.0,2008-11-21 00:00:00
1174,2126,3.0,2008-11-04 00:00:00
1174,3526,4.0,2008-11-11 00:00:00
1174,5283,4.5,2008-11-21 00:00:00
1174,33410,4.5,2008-11-11 00:00:00
1174,46976,4.0,2008-11-21 00:00:00
1174,47952,4.5,2008-11-21 00:00:00
1174,50153,3.5,2008-11-21 00:00:00
1174,59022,3.5,2008-11-21 00:00:00
1174,59501,3.5,2008-11-26 00:00:00
1174,60126,3.0,2008-11-11 00:00:00
1174,60760,3.0,2008-11-26 00:00:00
1174,61132,4.0,2008-11-11 00:00:00
1174,61818,2.0,2008-11-11 00:00:00
